eec110c2f50fb5d45bfd9bc9e7ba1afcc0be8b4ef9f8c434e57950152e278363,0,1,0
ea0641772039fe9b95a0b5237f28dc81a4fd96bffde74a8b42ebebf6e52b1be5,1,1,2
255cf82f6598874237af8eb70bc7a3375894729079c397950853e4816cde22b5,2,1,0
e7eb75253455971969473e906205e340904968791aaa7f623448599cefc0d305,3,1,2
3e382e5a8b9132ed5f43c5770c0637963be5b6197b0365f51f94d012bf1b086a,4,1,0
c9a621e0fe9da25358220267306eab4feec24aeecd56e4a252ac5b3df4341877,5,1,1
3571d0a7d9737ebb88f7d3952b8c811db995fb36985ba1bd1515116a990dd29f,6,1,1
4972b67994acc18e239cd791ad16e810fa0c292f8ff874555a0a609f78433ebf,7,1,2
94ec50ed7beb96c86994eb733958fb9762e0e0027b8a74341a9c498b71c0e790,8,1,2
868e6e0800654b9ae11d0689e097dd0cf514f0cf40802bdbef6d24cedbc959f7,9,1,0
400d04eb1de23aefa2164a0c0b52eaeac584d93b86b20a3d23d93e8fbf4ba50b,10,1,0
6831981fdfa92b08ed404d2819a0d1e05cddec6f1d912ee0d0322e7ec697d7c9,11,1,0
bd51d746574954ab80547a87871405cd5b122162890139fed0ccecd0f823ed51,12,1,0
c6cb4a3b182c404fccf75ad3a5ce0de9c96979ed530158778617c1c2b72bc5a9,13,1,0
f0d6a98bf96335e7b5ac5cf061ce42e12b50561f09758bdbb3e17d2b56cfb719,14,1,1
644740eef84012ccd935398a23a19e71ab212cfc5f5e27816377cc10a3f999d0,15,1,1
2a80e94e51bff9c7f55a909297f6304e250163ff832b1203aa16143e51333d8f,16,1,1
7048c731be9ad1d0fb94f0e49ad466133c59a8ed28fcff30334a4e28fb377de7,17,1,1
440a00af916f48ba92515189b1510f046c654741152d25c8be9e99ec2eda7855,18,1,0
26c84465787cdb9dbaf11d388f0fe1099f124294725d7eb81bc323e075f9f9ed,19,1,1
e2cb3d1ce5045e970a5d4e697d916a508d1c41d4f85bd9be2a8beec4527c0648,20,1,2
250c9ca7a4ae938178754de52d04a5123096ef29166dda9e3a7867f54deb855f,21,1,2
216d5ad83b179d6f50a7a9bad057a4ba2f189efc9d1e3a08f54f1c4f9724231b,22,1,0
bf5749c0fd5b206b6c76c863bbd5ba5e0a6c99a83be70966dcb1956fc46c7425,23,1,1
059f380ecf6ef01166b8086fad653533f45cfc80c140d13247895ac2b451b762,24,1,2
2fca6635200342edfefa59fcace326a35f5f4709dfd3cdd53732a31661141ef1,25,1,1
4741bbe9132c14c4b0bb0841e3cef1800b42c71ff0d7d8abb630e99d904a9e55,26,1,1
2d0ce59b83c5ee1bf427e69743e881878473b4b53574e0a791666e58c0d4e874,27,1,0
52574005c1c4bb18e93f269c189127363f1ebecd450876067d0846318802e828,28,1,2
d29cacac5b53d1b82849f3e80ea98e5f6cf10f95ef664ec12d050d8e1a542990,29,1,1
ef64c6e7babcbe4ecd36e0fd50b64f30d4eb50272e1a7fd8122eca2e74eb8b5a,30,1,0
1048baebe7aa25ab66254364720732d95ab260aa12c60266802b5054b34a897f,31,1,2
e158f080b7c3c39ce09b5d549ca3bc99551510c8ec7a7b4287b9bbbbf922fb56,32,1,2
2cde46506c249c95b9fb69ea18e4adae9c5d96762fb4f51ade39c183d7aa8d07,33,1,2
016c8d7c5816ad11de20786aa4efcc8ee729c10b0ca2870c8e7f207a737dd45a,34,1,1
859fbe17ddd8c0b98e87713ef7f3eab8c4265df39d8c8630aaa583d43f2c6ae8,35,1,0
056c760dfffe608d33b446d4a616a6fcb89168217b30cfd77202181ae32d40de,36,1,1
c6991dfbadb7f94e516ef44c975beee67f233ba0fa677c750a541e0fcf6d33cc,37,1,1
4fec02429ba8f287c1dae1985c553d45aecb6890153cc55c9fae554830339a02,38,1,2
6b75d1ef5c8fb6ca7bfc69f92fb4f7eb468d70add4d043eab0b6ff10859d1dd2,39,1,0
40bc003c5b92563ed5c28cf29ac7f292eeea9d8e47aeb875e392c70b4880f821,40,1,2
52574a6a451a78095aaf7657e28d85e91875d543484cec1fc2c4686c96277424,41,1,1
83808478b6217ae4015662f0f4f297c4adaa885d29ce728856b25866865a3938,42,1,0
8530902cca83e6f26057af281eff2f4b6efbeee5b97b85c3ddcbb6dd606e9262,43,1,0
ec86fa77f355ba74bb2a13a4306faf105faf05516943de83c43e7a2f13600a4f,44,1,1
d0682810548891320e626e4d8b9c0686bc68888ddcbbee396b0d864ecc6ca388,45,1,2
6394456b2b380bd5f94dc71f825bc9614bfd79e130d3ec3bc76b0a5dd1602810,46,1,2
2c4e1acd2d98e124a2d248146f9b0d92c8c933bcd7ae2d87f5f75ca554f27766,47,1,2
2b747d08a2c453d6c3a16b1913714391833f95ef0423985c5a1e3d6441efba23,48,1,0
c86dbe9a4f80148cc57440efe59183098c118d3595d420c0581f148ff64f8378,49,1,1
58b85ff42937ac1a70920a75fc3a39d4edae8ae97dbf8925245dff359be22b6f,50,1,1
c4c17133b5c46df153e32b622b0d086a294c94140c68f7c71836880ddeaf0142,51,1,0
569e8f925f8af08f05a3066a8437e24dcc07f82c90e74df494fde76e1a1d31f2,52,1,0
22d40d8868264105c5e505e51270a8e0528a00884289c80926ab334684a78337,53,1,1
83235e01e784a3e56f800033fe3f6b2ce08cbe381b147dc0254f32a844cbf906,54,1,0
a3ff203bfcad78d1c588f6b40bbc4a063129b4ca5995a44f810cddd79b42e529,55,1,2
88caf06003cf509aef375630e7395561e11cf4c208a8e9c76d84a3e3a776b136,56,1,0
5f9407938794119558a6d4c3b7b5c871746caaaae3d37e51f3d1583600e17c16,57,1,0
01ab26294e57d8503bbd4dadada70fd2d2d0fb8f6e3b3f2a43fbc01be7abc56c,58,1,2
dd0638ca30189fe49d42bce660d50511291bbf7043ccc4a8dff7810d423a52bc,59,1,0
5f0a8c3a96d0e6fdf849bb14a67c33ee842bc5df73c1870aba5c1774a249deb4,60,1,2
3378828f313a4a3387f98be0ee982cb8730263176fed65e17413e32fdd4ba74b,61,1,1
